
time,gFx,gFy,gFz,ax,ay,az,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,
17.230233,0.0002,0.0236,0.9984,-0.0710,-0.0203,0.0331,1006.3881,23.8388,11.4680,-41.4434,298.6121,-1.1624,0.5863,90.4372,
17.331159,0.0036,0.0220,0.9925,0.0431,-0.0169,-0.1189,1006.3881,23.9486,11.7364,-41.2482,298.6062,-1.1616,0.6000,90.4372,
17.431497,0.0173,0.0179,1.0411,0.2021,-0.0779,-0.0758,1006.4003,23.6680,11.8340,-41.0652,298.6014,-1.1613,0.6097,90.4372,
17.531825,0.0139,0.0105,1.0253,0.2061,-0.0125,-0.1313,1006.4186,23.5582,11.5534,-41.4556,298.5964,-1.1676,0.6269,90.3900,
17.632375,0.0053,0.0145,0.9917,0.0180,-0.0475,-0.0039,1006.4095,24.1926,12.5416,-41.3824,298.5925,-1.1749,0.6221,90.3900,
17.733275,0.0157,0.0247,1.0116,-0.0461,-0.0046,-0.1163,1006.3912,23.3630,11.7242,-41.6752,298.5880,-1.1770,0.6152,90.3900,
17.834242,0.0070,0.0195,0.9880,-0.0911,-0.0261,-0.0689,1006.3820,23.8632,11.8218,-41.2604,298.5843,-1.1811,0.6126,90.5954,
17.934626,-0.0104,0.0091,1.0113,0.1008,0.0412,-0.3781,1006.4217,23.5460,11.3704,-41.7484,298.5797,-1.1833,0.6034,90.5954,
18.035330,0.0108,0.0134,0.9673,0.0553,-0.0338,-0.2170,1006.4217,23.6558,11.6388,-41.6630,298.5754,-1.1872,0.5926,90.5954,
18.135403,-0.0001,0.0123,1.0143,-0.0222,-0.0175,-0.0904,1006.3942,23.3508,11.4558,-41.7606,298.5711,-1.1867,0.5723,91.4356,
18.235597,0.0028,0.0301,1.0103,-0.1519,0.0182,0.0605,1006.3820,24.3512,11.8218,-41.3458,298.5658,-1.1867,0.5637,91.4356,
18.335905,-0.0063,0.0161,1.0178,-0.0953,-0.0211,0.0282,1006.4156,23.6558,11.6510,-41.1506,298.5594,-1.1881,0.5577,91.4356,
18.436251,-0.0305,0.0130,1.0234,-0.2488,-0.0571,0.0238,1006.4095,23.9486,11.5534,-41.8460,298.5533,-1.1930,0.5606,90.9864,
18.536756,0.0185,0.0104,0.9721,-0.0968,-0.1072,0.1254,1006.3942,23.5338,11.2972,-41.2482,298.5460,-1.2008,0.5688,90.9864,
18.637455,0.0092,0.0193,0.9832,0.0106,-0.0321,-0.0234,1006.3882,23.5582,11.6388,-41.6630,298.5381,-1.2087,0.5775,90.9864,
18.738651,0.0117,0.0203,1.0170,0.0522,-0.0867,0.2081,1006.4310,23.2532,11.3826,-41.1506,298.5333,-1.2108,0.5815,90.6592,
18.838664,0.0314,0.0236,0.9889,0.2274,0.0060,-0.0782,1006.3760,24.2292,11.4802,-41.1384,298.5302,-1.2217,0.5882,90.6592,
18.938967,0.0288,0.0214,0.9978,0.0773,-0.1078,0.2162,1006.3760,23.9608,11.8340,-40.9554,298.5249,-1.2245,0.5820,90.6592,
19.039362,0.0135,0.0143,1.0192,0.1867,-0.0849,-0.0615,1006.4493,23.6558,11.6632,-40.8578,298.5194,-1.2223,0.5962,89.8794,
19.140155,0.0051,0.0254,0.9995,-0.1340,-0.0775,0.1057,1006.4371,23.8632,11.9072,-41.4678,298.5163,-1.2273,0.6111,89.8794,
19.240418,0.0068,0.0223,0.9513,-0.0084,0.0305,-0.4808,1006.4005,23.8388,11.4680,-41.2482,298.5111,-1.2371,0.6321,89.8794,
19.340885,0.0080,0.0039,0.9637,-0.0208,-0.0187,-0.2654,1006.4371,23.8510,11.6510,-41.2482,298.5068,-1.2440,0.6306,90.1515,
19.441350,0.0181,0.0265,1.0070,0.0702,-0.0462,0.0379,1006.4188,23.3630,11.5534,-41.6630,298.5033,-1.2385,0.6238,90.1515,
19.541838,0.0119,0.0091,1.0347,-0.1363,-0.0673,0.3094,1006.4005,23.3508,11.4680,-41.4556,298.4949,-1.2359,0.6129,90.1515,
19.642295,0.0187,0.0210,1.0178,0.1247,-0.0033,0.2131,1006.4188,23.7778,12.0902,-41.6752,298.4876,-1.2498,0.6187,90.8025,
19.742403,0.0053,0.0105,1.0268,0.1509,-0.0748,0.1511,1006.4249,22.9726,11.5656,-41.0652,298.4822,-1.2575,0.6180,90.8025,
19.842401,0.0287,0.0180,1.0110,0.1485,-0.0692,0.0383,1006.3913,23.9486,11.7364,-41.6508,298.4758,-1.2564,0.5920,90.8025,
19.942717,0.0210,0.0178,0.9882,0.0914,-0.0201,-0.3243,1006.4767,22.9604,11.4802,-40.8700,298.4721,-1.2656,0.5838,90.2466,
20.043263,0.0042,0.0252,0.9550,0.0307,0.0343,-0.3059,1006.4218,23.4484,11.3704,-41.8582,298.4674,-1.2817,0.5844,90.2466,
20.143234,0.0229,0.0177,0.9680,-0.0290,-0.0374,0.0729,1006.4340,23.4606,11.5534,-41.3580,298.4649,-1.2880,0.5874,90.2466,
20.244003,-0.0064,0.0213,1.0593,0.2168,0.0499,-0.0336,1006.4310,23.2532,11.4680,-41.4556,298.4654,-1.2839,0.5904,89.4936,
20.344976,0.0232,0.0212,1.0246,0.2689,-0.0527,0.0861,1006.4310,23.4362,11.2118,-40.6382,298.4675,-1.2935,0.6266,89.4936,
20.445079,0.0156,0.0210,0.9584,0.1350,-0.0558,-0.2663,1006.4249,24.0462,11.6510,-41.2482,298.4756,-1.3185,0.6578,89.4936,
20.545835,0.0123,0.0107,1.0069,0.0277,-0.1342,0.0575,1006.4492,24.1316,11.3826,-41.3336,298.4875,-1.3261,0.6715,88.9238,
20.645666,0.0157,0.0103,1.0322,0.1867,-0.0674,0.3095,1006.3851,23.0824,11.8340,-41.0774,298.4969,-1.3314,0.6876,88.9238,
20.746238,0.0460,0.0147,1.0125,0.3578,-0.0102,0.0593,1006.4400,24.1316,11.4802,-40.8334,298.5076,-1.3464,0.7171,88.9238,
20.846471,0.0316,0.0230,0.9612,0.0721,0.0110,-0.3056,1006.4095,23.8632,11.8218,-41.3580,298.5289,-1.3608,0.7126,89.7282,
20.947074,0.0120,0.0094,0.9624,-0.0752,-0.0741,-0.3739,1006.4125,23.6314,11.2850,-41.4434,298.5538,-1.3666,0.6908,89.7282,
21.047145,0.0086,0.0207,0.9830,-0.0237,-0.0531,0.0720,1006.4339,24.0584,11.9072,-41.6630,298.5729,-1.3643,0.6787,89.7282,
21.146851,0.0144,0.0229,1.0074,-0.0090,-0.0274,-0.0298,1006.4003,23.2532,11.4558,-41.7606,298.5909,-1.3644,0.6797,90.5363,
21.247724,0.0038,0.0154,1.0073,-0.0018,-0.0882,0.0918,1006.4278,23.4606,11.6510,-40.9554,298.6115,-1.3650,0.6842,90.5363,
21.347928,0.0127,0.0129,0.9898,0.0052,-0.0779,-0.0771,1006.4461,23.8510,11.6388,-41.8582,298.6364,-1.3595,0.6741,90.5363,
21.447861,-0.0102,0.0256,0.9994,-0.0632,0.0197,-0.1501,1006.4156,23.9486,11.5656,-41.0408,298.6606,-1.3574,0.6598,90.7409,
21.548123,0.0032,0.0270,0.9811,-0.1429,0.0114,-0.0467,1006.4493,24.4122,11.2850,-41.9192,298.6778,-1.3571,0.6658,90.7409,
21.648480,0.0056,0.0269,0.9899,0.0105,0.0752,-0.2386,1006.4096,23.5704,11.8950,-42.0778,298.6946,-1.3632,0.6949,90.7409,
21.748799,0.0010,0.0252,1.0171,-0.0215,-0.0486,0.0042,1006.4554,23.4484,11.4680,-41.5532,298.7155,-1.3633,0.7009,90.9043,
21.850486,0.0069,0.0140,1.0006,0.1020,-0.0575,0.1204,1006.4066,23.5582,11.6266,-42.0656,298.7405,-1.3671,0.7014,90.9043,
21.950602,-0.0100,0.0106,1.0090,-0.0206,-0.0712,0.0563,1006.4127,23.9608,11.8218,-41.6630,298.7635,-1.3735,0.6971,90.9043,
22.050973,0.0188,0.0207,0.9950,0.1836,-0.0577,-0.1191,1006.4188,23.3752,11.8218,-41.2726,298.7832,-1.3733,0.7114,90.0480,
22.151389,0.0395,0.0199,1.0089,0.2153,-0.0213,0.0189,1006.4066,24.1682,12.0902,-41.7728,298.8061,-1.3701,0.7248,90.0480,
22.251748,0.0275,0.0278,0.9807,0.1863,-0.0088,-0.0300,1006.4188,23.8510,11.7242,-41.7606,298.8293,-1.3742,0.7382,90.0480,
22.351917,0.0193,0.0297,0.9674,0.1443,-0.0388,-0.4018,1006.4005,23.9486,11.7364,-41.5532,298.8525,-1.3800,0.7296,89.5736,
22.453035,0.0107,0.0147,1.0084,-0.0432,-0.1661,0.1720,1006.4249,24.1438,11.7364,-41.6508,298.8732,-1.3771,0.7018,89.5736,
22.553367,0.0035,0.0086,1.0062,-0.1323,-0.1265,0.1890,1006.3914,23.2532,11.4680,-41.6630,298.8899,-1.3772,0.6972,89.5736,
22.653414,0.0263,0.0123,1.0444,0.0562,-0.0549,0.2947,1006.4066,23.8632,11.8218,-41.4556,298.9030,-1.3822,0.7018,89.6857,
22.753715,0.0141,0.0180,0.9953,-0.0005,-0.0358,0.0514,1006.4463,23.4606,11.7242,-41.7728,298.9182,-1.3947,0.7178,89.6857,
22.853991,0.0174,0.0189,1.0002,0.0397,-0.0579,-0.0358,1006.4615,23.7290,11.1874,-41.9314,298.9316,-1.4005,0.7040,89.6857,
22.954253,0.0163,0.0135,0.9649,0.0592,-0.1038,-0.2501,1006.4219,22.9848,11.7364,-41.0774,298.9442,-1.4042,0.6778,89.8310,
23.054564,-0.0101,0.0168,1.0244,-0.0270,0.0317,-0.3380,1006.4402,23.9486,11.5656,-41.2482,298.9503,-1.4120,0.6576,89.8310,
23.155092,0.0065,0.0190,0.9751,-0.2605,-0.1039,0.0134,1006.4280,23.7412,11.3948,-40.5406,298.9529,-1.4148,0.6569,89.8310,
23.255321,0.0106,0.0156,1.0016,0.1111,-0.0674,0.0420,1006.4005,23.3630,11.6388,-41.8704,298.9592,-1.4124,0.6579,89.0395,
23.355726,0.0065,0.0175,0.9922,-0.0421,-0.0762,-0.0416,1006.4341,23.8632,11.8218,-41.3580,298.9637,-1.4099,0.6403,89.0395,
23.456274,0.0082,0.0180,1.0076,-0.0262,0.0127,-0.1308,1006.4097,23.6680,11.9072,-41.6752,298.9646,-1.4074,0.6217,89.0395,
23.556447,0.0111,0.0206,0.9906,0.0125,-0.0220,-0.3049,1006.4310,23.4972,12.1756,-41.5898,298.9626,-1.4077,0.6193,90.4237,
23.656910,0.0227,0.0310,1.0035,0.0714,0.0129,-0.0809,1006.4799,23.5460,11.4680,-41.2482,298.9594,-1.4041,0.6193,90.4237,
23.757064,0.0016,0.0097,1.0090,-0.1866,-0.0349,0.0280,1006.3853,23.7412,11.3704,-41.6386,298.9559,-1.3988,0.6108,90.4237,
23.857769,-0.0061,0.0253,0.9860,-0.1562,-0.0435,0.2216,1006.4036,23.4362,11.2850,-41.6508,298.9523,-1.4020,0.5964,91.3199,
23.958396,-0.0113,0.0249,1.0213,-0.2827,-0.0250,0.1073,1006.4036,23.9364,11.4680,-41.2360,298.9466,-1.4035,0.5789,91.3199,
24.058444,-0.0009,0.0240,0.9756,-0.1373,0.0022,-0.1635,1006.3792,22.9848,11.7486,-40.8822,298.9418,-1.4070,0.5903,91.3199,
24.158679,-0.0015,0.0156,1.0250,-0.0205,-0.0269,-0.2066,1006.3853,23.7534,11.6388,-41.6508,298.9319,-1.4140,0.5906,90.9399,
24.259732,-0.0023,0.0170,1.0026,0.0740,0.0294,-0.0219,1006.4493,23.7778,12.0048,-41.3702,298.9243,-1.4125,0.5955,90.9399,
24.360075,0.0152,0.0289,1.0119,0.0959,0.0486,0.1342,1006.3792,23.5216,11.0288,-41.0286,298.9190,-1.4102,0.5885,90.9399,
24.460887,0.0042,0.0263,0.9982,0.1358,0.0009,-0.0162,1006.4097,23.8388,11.3948,-40.8334,298.9151,-1.4056,0.5779,90.6590,
24.561114,-0.0026,0.0199,1.0332,0.0999,-0.0519,-0.0563,1006.3821,23.2532,11.3826,-41.2604,298.9076,-1.4000,0.5658,90.6590,
24.661675,0.0060,0.0200,1.0015,0.0574,-0.0236,-0.2222,1006.4096,23.4728,11.8218,-41.4678,298.8978,-1.3936,0.5736,90.6590,
24.761898,0.0197,0.0220,1.0014,0.1191,-0.0291,-0.1191,1006.4005,24.2292,11.4680,-41.7362,298.8882,-1.3875,0.5763,90.6337,
24.862340,0.0153,0.0186,0.9941,0.0592,-0.0557,-0.1055,1006.3760,23.6558,11.7364,-41.1628,298.8834,-1.3775,0.5762,90.6337,
24.962683,0.0103,0.0208,1.0092,-0.0879,-0.1402,0.2228,1006.4249,23.5704,11.8096,-41.8704,298.8785,-1.3742,0.5588,90.6337,
25.062940,0.0085,0.0107,1.0189,-0.0136,-0.1073,0.1168,1006.4188,23.1678,11.5534,-41.6630,298.8714,-1.3714,0.5563,90.3354,
25.163539,0.0366,0.0194,0.9891,0.2702,-0.0480,-0.0955,1006.4157,24.5342,11.7364,-41.4434,298.8661,-1.3691,0.5830,90.3354,
25.263672,0.0233,0.0132,1.0017,0.1115,-0.1394,-0.1071,1006.4218,23.3508,11.4680,-41.2604,298.8636,-1.3605,0.5913,90.3354,
25.364030,0.0235,0.0048,0.9931,0.1563,-0.1023,-0.1569,1006.3577,23.5216,11.0410,-40.8334,298.8631,-1.3520,0.6019,90.1605,
25.464583,0.0070,0.0094,0.9832,0.0393,-0.1537,-0.0884,1006.3301,23.3508,11.3704,-42.0534,298.8638,-1.3424,0.6044,90.1605,
25.565026,0.0318,0.0098,0.9976,0.2309,-0.1277,-0.0318,1006.3423,23.1434,11.1874,-41.8460,298.8655,-1.3299,0.6223,90.1605,
25.665202,0.0194,0.0142,1.0247,0.0807,-0.1561,0.0576,1006.3515,23.6558,11.5412,-42.0534,298.8665,-1.3100,0.6436,90.3619,
25.765569,0.0357,0.0145,1.0232,0.1404,-0.2142,0.3163,1006.3851,23.7168,11.0166,-41.8216,298.8708,-1.2979,0.6737,90.3619,
25.865996,0.0332,0.0138,1.0060,0.2816,-0.1119,0.2500,1006.3515,24.5220,11.5412,-42.1388,298.8804,-1.2932,0.6945,90.3619,
25.967115,0.0301,0.0076,0.9985,0.1641,-0.1121,0.0057,1006.3820,23.9608,11.9072,-41.7606,298.8931,-1.2834,0.7071,90.6042,
26.067228,0.0205,0.0068,1.0360,0.1723,-0.1694,0.0671,1006.3820,23.4484,11.3704,-41.6508,298.9065,-1.2774,0.7075,90.6042,
26.167254,0.0577,0.0042,1.0196,0.1410,-0.2138,0.1490,1006.3820,23.3508,11.4802,-40.8578,298.9200,-1.2857,0.7145,90.6042,
26.267748,0.0244,0.0029,0.9940,0.1256,-0.1747,0.0059,1006.3484,23.1556,11.3582,-42.1632,298.9374,-1.2805,0.7122,91.0456,
26.367952,0.0234,0.0057,0.9965,0.1270,-0.1673,0.0080,1006.3423,23.5338,11.1874,-41.8460,298.9601,-1.2802,0.6904,91.0456,
26.468487,0.0235,-0.0019,0.9749,0.1034,-0.2295,-0.1462,1006.4005,23.6314,11.1996,-41.6386,298.9790,-1.2694,0.6687,91.0456,
26.568652,0.0194,0.0002,0.9535,-0.1285,-0.2652,0.0603,1006.3303,23.9486,11.7364,-41.1506,298.9994,-1.2588,0.6350,90.9003,
26.670177,0.0059,-0.0042,0.9754,-0.0928,-0.2346,-0.2524,1006.3333,23.8510,11.6510,-41.1506,299.0140,-1.2537,0.6187,90.9003,
26.770720,0.0136,-0.0042,0.9905,0.0030,-0.2432,-0.1259,1006.3303,23.1922,12.0170,-40.6870,299.0318,-1.2338,0.5962,90.9003,
26.870999,0.0122,-0.0026,0.9933,-0.1829,-0.3123,-0.1344,1006.3669,23.4850,12.0170,-40.5772,299.0452,-1.2014,0.5475,90.5460,
26.971348,-0.0236,0.0080,0.9825,-0.3280,-0.2263,-0.1549,1006.3608,23.2776,11.8218,-41.6752,299.0554,-1.1707,0.5154,90.5460,
27.071360,-0.0201,-0.0014,0.9669,-0.2260,-0.1829,-0.3289,1006.3516,23.6558,11.7364,-41.5654,299.0651,-1.1458,0.5034,90.5460,
27.171591,-0.0285,0.0057,1.0105,0.0964,-0.0770,-0.0297,1006.4188,23.4728,11.8218,-41.6752,299.0752,-1.1197,0.4713,90.3751,
27.272226,0.0125,0.0023,1.0001,0.1645,-0.1526,0.0946,1006.3577,24.2292,11.3826,-41.6264,299.0776,-1.0891,0.4594,90.3751,
27.372111,0.0287,0.0036,1.0329,0.2863,-0.0827,0.1770,1006.3913,23.7656,11.8096,-42.3706,299.0795,-1.0798,0.4413,90.3751,
27.472224,0.0018,0.0071,1.0245,-0.1341,-0.1814,0.1727,1006.3576,24.2780,12.1756,-41.7728,299.0785,-1.0645,0.4126,91.5248,
27.572470,-0.0077,0.0033,1.0039,-0.1533,-0.2047,-0.1502,1006.3851,23.4850,12.0048,-41.4800,299.0771,-1.0400,0.3867,91.5248,
27.673053,0.0083,0.0011,0.9910,-0.0156,-0.2190,-0.1526,1006.3851,23.7900,12.1634,-42.1876,299.0771,-1.0261,0.3937,91.5248,
27.773120,0.0067,-0.0059,0.9813,0.0910,-0.1651,0.0109,1006.3484,23.2898,12.0780,-41.9924,299.0780,-1.0029,0.4114,90.5136,
27.873097,0.0287,-0.0092,0.9754,0.2518,-0.2658,-0.3116,1006.3912,23.3752,11.9072,-41.5776,299.0822,-0.9922,0.4232,90.5136,
27.973429,0.0151,-0.0246,1.0032,0.0798,-0.2954,-0.0173,1006.3393,23.1800,11.9072,-41.4800,299.0829,-0.9629,0.3999,90.5136,
28.074687,0.0017,-0.0147,1.0235,0.1065,-0.2452,-0.0384,1006.4095,23.2532,11.3826,-41.0530,299.0805,-0.9373,0.3882,89.5535,
28.176191,0.0324,-0.0037,0.9679,0.1775,-0.2756,-0.1708,1006.3637,23.4484,11.4558,-41.8582,299.0778,-0.9245,0.4003,89.5535,
28.276619,0.0289,-0.0094,1.0115,0.1717,-0.2444,0.0930,1006.3484,23.9608,11.8218,-41.5532,299.0763,-0.9050,0.3999,89.5535,
28.376935,0.0179,-0.0109,1.0060,-0.0038,-0.2072,0.0424,1006.3301,24.2414,11.5412,-42.0412,299.0776,-0.8873,0.3917,91.1008,
28.477042,0.0224,-0.0070,1.0214,-0.0566,-0.2242,-0.0218,1006.4066,23.7290,11.2850,-41.8460,299.0792,-0.8641,0.3775,91.1008,
28.577307,0.0153,-0.0072,1.0412,0.0334,-0.2214,0.2362,1006.3394,23.3752,11.9194,-41.1750,299.0772,-0.8391,0.3730,91.1008,
28.677750,0.0319,-0.0165,0.9762,-0.2878,-0.1930,-0.0120,1006.3760,23.5826,12.0048,-41.0774,299.0782,-0.8188,0.3858,90.1892,
28.778279,-0.0069,-0.0222,0.9912,0.0785,-0.2023,-0.3192,1006.2753,23.4484,11.4558,-41.7606,299.0811,-0.7995,0.3908,90.1892,
28.878454,-0.0103,-0.0158,0.9762,-0.0465,-0.2468,-0.2963,1006.3211,24.1316,11.3826,-41.4312,299.0834,-0.7843,0.3811,90.1892,
28.979032,0.0200,-0.0139,0.9949,0.1043,-0.2401,-0.0938,1006.3577,23.7534,11.7242,-41.6630,299.0877,-0.7603,0.3779,90.4413,
29.079136,0.0136,-0.0122,1.0003,0.0936,-0.2555,0.2351,1006.3974,23.1434,11.1264,-40.7480,299.0966,-0.7315,0.3924,90.4413,
29.179838,0.0322,-0.0164,1.0102,0.1743,-0.2617,0.2340,1006.3516,23.1434,11.2728,-41.9558,299.1058,-0.7004,0.4143,90.4413,
29.280407,0.0575,-0.0113,0.9789,0.4044,-0.2808,-0.0283,1006.3669,23.9486,11.6266,-42.6512,299.1226,-0.6553,0.4764,90.8730,
29.380985,0.0305,-0.0154,0.9826,0.1528,-0.2484,-0.3887,1006.4005,23.9486,11.5534,-41.8460,299.1480,-0.6293,0.5075,90.8730,
29.481323,0.0179,-0.0058,1.0157,-0.1151,-0.2963,-0.0825,1006.4005,23.3630,11.5656,-41.2604,299.1835,-0.5866,0.5382,90.8730,
29.581724,0.0193,-0.0154,1.0022,0.1133,-0.3059,0.0788,1006.3792,24.2536,11.8218,-41.3458,299.2246,-0.5165,0.6284,91.4649,
29.683071,0.0476,-0.0189,1.0174,0.3503,-0.2672,0.1465,1006.4005,22.9970,12.0780,-42.1022,299.2758,-0.4924,0.6589,91.4649,
29.783111,0.0423,-0.0050,1.0136,0.3970,-0.1939,-0.0978,1006.4402,23.4606,11.7242,-41.8704,299.3301,-0.4748,0.6789,91.4649,
29.883170,0.0281,-0.0232,1.0199,0.2463,-0.2131,-0.1420,1006.4432,23.6558,11.7364,-41.2604,299.3926,-0.4286,0.7030,91.3585,
29.983647,0.0256,-0.0256,0.9679,0.2348,-0.2342,-0.1669,1006.3883,23.7534,11.7364,-41.2604,299.4650,-0.4126,0.7104,91.3585,
30.084034,0.0070,-0.0047,0.9933,-0.0156,-0.2241,-0.0890,1006.3883,23.6802,12.0048,-41.1750,299.5422,-0.4044,0.6963,91.3585,
30.185097,0.0047,-0.0107,1.0261,-0.2158,-0.2068,0.2336,1006.4219,23.7168,11.1020,-42.0290,299.6261,-0.3856,0.6839,91.6830,
30.285215,0.0156,-0.0123,1.0187,0.0395,-0.1975,0.1632,1006.3883,23.1800,11.8218,-41.5776,299.7088,-0.3670,0.6994,91.6830,
30.385426,0.0343,-0.0130,1.0194,0.1650,-0.1600,-0.1466,1006.3944,23.1678,11.7242,-41.7728,299.8022,-0.3449,0.7228,91.6830,
30.485512,0.0351,-0.0109,0.9896,0.1960,-0.1810,-0.0855,1006.3823,24.0096,12.6270,-41.3946,299.9048,-0.3083,0.7590,97.4970,
30.585794,0.0025,-0.0120,0.9987,0.0026,-0.1692,-0.0304,1006.3732,24.1682,12.0902,-41.2604,300.0107,-0.2829,0.7741,97.4970,
30.686014,0.0411,-0.0159,1.0023,0.2063,-0.1628,-0.2121,1006.4250,23.1068,12.1756,-41.6996,300.1191,-0.2641,0.8002,97.4970,
30.786401,0.0655,-0.0021,0.9988,0.3454,-0.0885,-0.0356,1006.3915,23.4972,12.1756,-41.3824,300.2465,-0.2392,0.8680,98.9280,
30.887225,0.0407,-0.0005,1.0220,0.2774,-0.1412,0.0968,1006.3610,23.5948,12.3464,-41.7972,300.3798,-0.2229,0.8904,98.9280,
30.987149,0.0187,-0.0064,1.0063,0.1260,-0.1575,0.0657,1006.3732,23.4606,11.7120,-42.2730,300.5245,-0.2078,0.9221,98.9280,
31.087491,0.0281,-0.0022,1.0139,0.2241,-0.1723,-0.0319,1006.4281,23.5948,12.1878,-41.1872,300.6736,-0.1945,0.9371,99.9073,
31.188032,0.0381,-0.0121,1.0144,0.2352,-0.0666,-0.0406,1006.4281,24.0706,11.9804,-42.4682,300.8289,-0.1811,0.9760,99.9073,
31.288538,0.0513,-0.0122,1.0285,0.2799,-0.0863,0.1433,1006.3793,23.6070,12.4440,-41.6996,301.0064,-0.1754,0.9989,99.9073,
31.388564,0.0385,-0.0085,1.0174,0.1738,-0.1142,0.1246,1006.3945,23.1190,12.5416,-41.2116,301.1872,-0.1750,1.0118,97.7674,
31.488871,0.0296,-0.0026,0.9889,0.2909,-0.0685,-0.4220,1006.4159,24.1804,12.1878,-41.2726,301.3769,-0.1751,1.0100,97.7674,
31.589189,0.0433,-0.0022,0.9706,0.1248,-0.0627,-0.2372,1006.4037,23.3142,12.5172,-42.0168,301.5732,-0.1700,1.0052,97.7674,
31.689362,0.0348,-0.0005,0.9891,0.1296,-0.0601,0.0631,1006.3976,23.7046,12.4562,-40.8944,301.7762,-0.1655,1.0236,97.3815,
31.789375,0.0465,-0.0077,0.9886,0.3628,-0.0358,0.0460,1006.3671,24.0218,12.9686,-41.9192,301.9901,-0.1538,1.0654,97.3815,
31.890061,0.0476,-0.0032,1.0085,0.2573,-0.0897,0.0231,1006.3854,23.1312,12.7124,-41.1262,302.2285,-0.1313,1.0632,97.3815,
31.990104,0.0261,-0.0069,1.0106,0.3083,-0.0866,-0.1874,1006.4434,22.9238,12.5294,-41.5166,302.4661,-0.0975,1.0820,96.6859,
32.090466,0.0513,-0.0103,0.9990,0.2495,-0.1609,0.0422,1006.4617,23.7290,12.9808,-41.2238,302.7054,-0.0657,1.0912,96.6859,
32.190928,0.0578,-0.0058,0.9915,0.3062,-0.0975,0.1135,1006.4403,23.4362,12.7856,-42.1266,302.9589,-0.0353,1.1484,96.6859,
32.290916,0.0595,-0.0082,1.0080,0.4178,-0.0724,-0.1114,1006.4128,23.1922,13.7738,-41.6752,303.2274,0.0020,1.2363,94.9377,
32.391222,0.0438,-0.0219,1.0080,0.3428,-0.0945,-0.0089,1006.4280,22.8750,13.3224,-42.1632,303.5252,0.0372,1.2812,94.9377,
32.491636,0.0636,-0.0103,0.9780,0.3809,-0.1006,-0.1811,1006.4280,22.8750,13.2492,-41.0530,303.8191,0.0705,1.3307,94.9377,
32.591797,0.0459,-0.0035,1.0093,0.3850,-0.0702,-0.1157,1006.4738,22.8018,13.7860,-41.1872,304.1259,0.0956,1.3715,98.4361,
32.692186,0.0515,-0.0193,1.0129,0.3862,-0.1608,0.1449,1006.5104,22.5700,13.1516,-41.2604,304.4488,0.1209,1.4374,98.4361,
32.792201,0.0680,-0.0125,1.0137,0.4369,-0.1210,0.1142,1006.4525,22.7164,13.9568,-41.3946,304.7874,0.1467,1.5257,98.4361,
32.892734,0.0638,-0.0189,1.0127,0.4319,-0.1474,-0.0804,1006.4586,22.0332,13.8592,-41.8094,305.1444,0.1840,1.6120,99.8977,
32.992897,0.0602,-0.0234,1.0007,0.3938,-0.1407,-0.1436,1006.4311,22.4602,14.5546,-42.1388,305.5392,0.2231,1.6871,99.8977,
33.093213,0.0628,-0.0321,1.0030,0.3154,-0.1657,-0.2606,1006.4372,22.4480,14.3960,-41.2238,305.9299,0.2532,1.7330,99.8977,
33.193319,0.0679,-0.0172,0.9938,0.3000,-0.1423,0.0003,1006.4341,22.2650,14.5790,-41.3336,306.3309,0.2753,1.7911,99.1995,
33.293373,0.0801,0.0029,0.9826,0.2533,-0.1512,0.0197,1006.4189,21.6062,15.0304,-40.9798,306.7440,0.2999,1.8544,99.1995,
33.393768,0.0910,-0.0236,1.0072,0.3210,-0.0554,-0.1794,1006.4646,22.5944,15.1158,-40.9554,307.1729,0.3264,1.9096,99.1995,
33.493910,0.0619,-0.0212,1.0046,0.2147,-0.1483,0.0182,1006.4432,22.0332,15.6404,-41.2970,307.6201,0.3455,1.9433,98.9668,
33.594515,0.0430,-0.0415,1.0066,0.1341,-0.2983,0.0550,1006.4463,21.6306,15.2988,-40.9920,308.1001,0.3635,1.9870,98.9668,
33.694917,0.0673,-0.0349,0.9982,0.2953,-0.2955,0.0898,1006.4432,22.4114,15.4574,-41.9802,308.5620,0.3949,2.0506,98.9668,
33.795315,0.0413,-0.0304,1.0192,0.2976,-0.2244,-0.1664,1006.4677,21.7770,16.1650,-41.8338,309.0436,0.4165,2.0928,99.8293,
33.895347,0.0494,-0.0385,0.9955,0.1513,-0.3192,0.0585,1006.4432,21.5452,15.4452,-42.1998,309.5347,0.4432,2.1122,99.8293,
33.995641,0.0522,-0.0333,0.9751,0.1308,-0.2743,-0.1196,1006.4280,21.3622,15.7990,-42.1266,310.0343,0.4629,2.1219,99.8293,
34.095966,0.0345,-0.0425,1.0044,-0.0394,-0.3277,0.1662,1006.4524,21.4842,16.0796,-41.8338,310.5696,0.4846,2.1018,99.5933,
34.196343,0.0523,-0.0349,1.0277,0.0362,-0.2448,0.2805,1006.4066,21.7892,16.4334,-41.9436,311.0922,0.4896,2.1061,99.5933,
34.296437,0.0371,-0.0241,1.0270,0.0717,-0.2195,0.3284,1006.4677,21.2524,17.2996,-42.5048,311.6230,0.4813,2.1110,99.5933,
