
time,gFx,gFy,gFz,ax,ay,az,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,
168.886670,-0.0255,0.1779,0.9888,-0.0116,0.0165,-0.0479,1001.2288,-12.5050,21.5086,-44.8228,23.6514,-10.9025,-1.2847,99.5850,
168.987045,-0.0130,0.1950,0.9957,0.0092,-0.0262,-0.0626,1001.2654,-12.0292,21.3500,-44.1030,23.6650,-10.9151,-1.2883,99.5850,
169.087048,0.0277,0.1966,0.9778,0.0782,0.0748,0.0285,1001.2410,-12.0292,21.4354,-44.3104,23.6793,-10.9214,-1.2834,99.5850,
169.187382,-0.0064,0.1738,0.9946,0.1435,0.0051,0.0695,1001.2075,-11.7608,21.0694,-44.7862,23.6948,-10.9266,-1.2479,100.2424,
169.287800,-0.0254,0.1910,0.9766,-0.1316,0.0539,0.1023,1001.1586,-11.8462,21.2646,-44.2860,23.7050,-10.9267,-1.2408,100.2424,
169.388365,-0.0309,0.2009,1.0094,0.2390,0.0011,0.1351,1001.1769,-11.7608,21.0694,-44.9814,23.7162,-10.9256,-1.2479,100.2424,
169.489492,0.0039,0.1899,1.0260,0.2652,0.2133,0.1675,1001.1982,-11.4558,21.2646,-44.0786,23.7266,-10.9337,-1.2580,100.1056,
169.589780,-0.0122,0.1912,0.9605,0.3315,0.1588,-0.0501,1001.1280,-11.6632,21.0816,-44.3836,23.7354,-10.9446,-1.2646,100.1056,
169.690492,0.0182,0.1904,1.0228,0.2160,0.1495,0.2687,1001.1249,-11.7486,21.1670,-44.2860,23.7430,-10.9639,-1.2869,100.1056,
169.790444,-0.0188,0.2200,0.9582,-0.0232,0.0617,0.2653,1001.1371,-11.4314,21.7160,-43.6028,23.7500,-10.9821,-1.3113,99.6716,
169.891640,-0.0126,0.2081,1.0168,0.0828,0.0877,0.2360,1001.1005,-11.5290,21.7160,-43.9078,23.7573,-11.0005,-1.3437,99.6716,
169.992827,-0.0337,0.1887,1.0037,0.1265,0.0680,-0.0056,1001.0731,-11.8462,21.2646,-44.2860,23.7586,-11.0200,-1.3733,99.6716,
170.094266,-0.0068,0.2043,0.9956,0.0903,0.0365,0.2815,1001.0364,-12.3098,21.6062,-44.5178,23.7675,-11.0430,-1.3922,100.2917,
170.194566,-0.0077,0.2052,0.9460,-0.0260,0.0519,0.1230,1001.0334,-11.6388,21.4354,-44.4934,23.7702,-11.0654,-1.4090,100.2917,
170.294880,-0.0178,0.2035,0.9712,0.2685,0.0269,-0.0465,1001.0303,-12.3342,21.1792,-43.7004,23.7866,-11.0844,-1.3840,100.2917,
170.395366,-0.0086,0.2150,0.9618,0.0086,-0.0262,0.1644,1000.9601,-11.6632,21.0572,-45.2864,23.7873,-11.1113,-1.4245,99.9870,
170.495971,-0.0230,0.1932,1.0039,0.0187,-0.0442,0.2122,1000.9509,-11.4680,20.9840,-44.4690,23.7977,-11.1373,-1.4153,99.9870,
170.596669,0.0030,0.2137,0.9588,0.1394,0.0040,0.1251,1000.9631,-11.5290,21.6184,-44.2982,23.8017,-11.1577,-1.4143,99.9870,
170.696899,-0.0314,0.2135,1.0174,0.2976,-0.0188,0.1840,1000.9479,-11.8584,20.9840,-44.8838,23.8105,-11.1679,-1.4026,100.1379,
170.797104,-0.0041,0.1638,1.0102,0.1193,0.1516,0.3394,1000.9479,-11.7852,20.6302,-44.3592,23.8207,-11.1739,-1.3924,100.1379,
170.897698,-0.0155,0.1930,1.0138,0.2334,0.1037,0.1745,1000.9174,-12.2366,21.0816,-44.2982,23.8332,-11.1833,-1.3803,100.1379,
170.998165,-0.0160,0.1791,1.0382,0.1863,-0.0273,0.0247,1000.8472,-11.6876,20.4472,-44.8472,23.8465,-11.1863,-1.3634,99.9034,
171.098741,0.0028,0.1965,1.0074,0.0070,-0.0867,0.5544,1000.8716,-11.8828,20.5570,-44.0542,23.8650,-11.1846,-1.3286,99.9034,
171.199448,-0.0200,0.1805,1.0420,0.0806,-0.0255,0.5173,1000.7373,-11.9438,21.1914,-43.3832,23.8730,-11.1827,-1.3425,99.9034,
171.299385,-0.0017,0.2044,0.9659,0.1500,-0.0250,0.2192,1000.7220,-11.8828,20.4716,-43.7492,23.8824,-11.1866,-1.3608,99.1119,
171.399857,-0.0312,0.2039,0.9565,0.1575,-0.0100,0.1637,1000.7252,-11.4314,21.5208,-44.4934,23.8886,-11.1839,-1.3997,99.1119,
171.500313,0.0239,0.2079,0.9859,0.3352,0.0338,0.1728,1000.7770,-11.9316,21.3500,-43.9932,23.8957,-11.1755,-1.4269,99.1119,
171.600560,-0.0366,0.1920,1.0172,0.0816,0.1467,0.2000,1000.7404,-11.9438,21.0938,-43.4808,23.9142,-11.1587,-1.3947,99.4128,
171.701117,-0.0226,0.1916,1.0322,0.0189,0.0271,0.1437,1000.7496,-12.0658,20.8254,-43.8712,23.9400,-11.1316,-1.3464,99.4128,
171.801485,-0.0110,0.1867,0.9933,0.0441,0.0520,-0.1752,1000.7038,-11.2728,21.0694,-44.7740,23.9526,-11.1079,-1.3510,99.4128,
171.901680,0.0059,0.1998,0.9978,0.0286,-0.0478,0.1943,1000.6336,-11.9438,21.0816,-44.3836,23.9719,-11.0708,-1.3287,99.7758,
172.002573,-0.0064,0.1921,1.0097,-0.0065,-0.0185,0.1922,1000.6763,-11.9316,21.3378,-44.4934,23.9851,-11.0319,-1.3221,99.7758,
172.103204,-0.0336,0.1753,0.9514,0.0333,-0.0754,-0.0637,1000.6519,-10.9434,21.5208,-44.3836,24.0015,-10.9887,-1.2890,99.7758,
172.203471,-0.0076,0.1966,0.9638,0.2929,-0.0612,0.1665,1000.6611,-12.3342,21.1670,-44.1030,24.0168,-10.9394,-1.2619,99.9259,
172.304049,-0.0219,0.1817,1.0104,0.1015,-0.0244,0.1634,1000.5878,-11.4558,21.2524,-44.7862,24.0315,-10.8892,-1.2397,99.9259,
172.404549,-0.0069,0.1751,0.9881,0.0521,-0.1179,0.0476,1000.5604,-11.6510,21.1792,-44.1762,24.0465,-10.8338,-1.2221,99.9259,
172.504922,-0.0280,0.1964,0.9893,-0.0584,-0.0927,-0.0345,1000.5268,-12.1268,21.4354,-44.4080,24.0631,-10.7863,-1.2041,98.8933,
172.605405,0.0065,0.1633,1.0144,0.2957,0.0364,-0.0915,1000.5268,-11.4314,21.6306,-43.4930,24.0829,-10.7387,-1.1697,98.8933,
172.705709,0.0076,0.2031,0.9586,0.2841,0.1205,-0.1708,1000.4963,-12.1390,21.1670,-44.2982,24.0959,-10.6957,-1.1567,98.8933,
172.806589,0.0232,0.1836,0.9778,0.3526,-0.0153,-0.0165,1000.4322,-11.6266,21.6184,-43.8956,24.1099,-10.6554,-1.1495,99.4882,
172.907098,-0.0082,0.1701,1.0000,-0.0001,-0.0767,-0.1074,1000.5390,-11.5534,21.1914,-43.0782,24.1193,-10.6187,-1.1573,99.4882,
173.007318,-0.0121,0.1839,0.9964,-0.1307,-0.0106,0.1990,1000.5054,-11.6388,21.3378,-44.5910,24.1312,-10.5909,-1.1669,99.4882,
173.107841,-0.0225,0.1651,0.9688,0.1887,-0.0043,-0.0304,1000.5421,-11.7120,21.8868,-44.2128,24.1402,-10.5727,-1.1842,99.9811,
173.207952,-0.0320,0.1871,0.9741,0.1075,0.0449,-0.1777,1000.5085,-12.2732,20.6546,-43.6638,24.1517,-10.5565,-1.1868,99.9811,
173.308614,0.0100,0.1766,0.9736,0.0542,0.0627,-0.2686,1000.4993,-11.9316,21.3378,-44.7008,24.1644,-10.5407,-1.1815,99.9811,
173.408713,-0.0104,0.1802,0.9858,-0.0843,-0.0048,-0.1055,1000.4810,-11.8096,21.8868,-43.8224,24.1761,-10.5188,-1.1880,99.8891,
173.508991,-0.0286,0.1910,0.9914,-0.0900,0.0118,0.1164,1000.4810,-11.7242,21.5330,-44.0054,24.1866,-10.5031,-1.1926,99.8891,
173.609189,0.0159,0.1863,0.9505,-0.1455,-0.0131,0.1222,1000.4536,-11.7242,21.6306,-43.7980,24.1983,-10.4961,-1.1800,99.8891,
173.709604,0.0255,0.2019,0.9891,0.5413,-0.0244,0.2263,1000.4322,-11.8096,21.8868,-43.9200,24.2120,-10.4905,-1.1628,100.4038,
173.809793,0.0017,0.1809,0.9685,0.1548,0.0150,-0.2234,1000.3803,-11.6388,21.3500,-44.3958,24.2269,-10.4892,-1.1441,100.4038,
173.910047,0.0259,0.1964,0.9958,0.0401,-0.0395,0.2683,1000.3620,-11.7242,21.5330,-44.1030,24.2358,-10.4961,-1.1523,100.4038,
174.010268,-0.0247,0.1864,0.9863,0.3323,0.0326,0.2358,1000.3467,-11.9194,21.5452,-43.4076,24.2458,-10.5017,-1.1472,99.5736,
174.110924,0.0345,0.2093,0.9688,0.1035,0.0727,0.2731,1000.3651,-12.1268,21.3378,-44.8106,24.2603,-10.5036,-1.1274,99.5736,
174.211503,-0.0189,0.1750,1.0100,-0.0126,0.0363,0.1938,1000.3467,-11.6266,21.5208,-44.3958,24.2750,-10.5129,-1.1098,99.5736,
174.311861,-0.0190,0.1991,1.0057,0.0833,0.0279,0.0923,1000.3010,-12.1268,21.3500,-44.2982,24.2860,-10.5218,-1.1059,99.2556,
174.412630,-0.0051,0.1744,0.9907,-0.1069,-0.0325,0.2295,1000.2704,-11.8218,21.5330,-44.1030,24.2992,-10.5351,-1.0992,99.2556,
174.512958,-0.0164,0.1766,1.0183,0.2969,0.0060,0.1238,1000.2949,-11.4558,21.1548,-44.8838,24.3118,-10.5521,-1.0928,99.2556,
174.613505,-0.0388,0.1777,1.0001,0.1219,-0.0858,0.3523,1000.2857,-11.9316,21.4354,-44.5056,24.3285,-10.5669,-1.0736,99.4803,
174.713680,-0.0345,0.1884,0.9851,-0.0638,0.0318,-0.0859,1000.2582,-12.3342,21.2768,-43.5052,24.3435,-10.5866,-1.0557,99.4803,
174.813976,-0.0207,0.1852,0.9579,-0.1433,0.0439,0.4349,1000.2399,-12.3220,21.3500,-44.1030,24.3572,-10.6040,-1.0458,99.4803,
174.913851,-0.0091,0.1835,1.0100,0.1359,0.0313,0.1375,1000.2247,-12.1268,21.3622,-43.7004,24.3699,-10.6145,-1.0240,99.6636,
175.014326,-0.0194,0.1760,1.0262,-0.0331,-0.0478,0.3877,1000.1575,-12.1146,21.5208,-44.2128,24.3903,-10.6132,-0.9744,99.6636,
175.114779,-0.0068,0.1676,1.0041,0.0562,0.1391,0.1559,1000.1514,-12.2366,21.2768,-43.7004,24.4062,-10.6170,-0.9558,99.6636,
175.215108,-0.0307,0.1727,1.0068,0.0576,-0.1603,0.1067,1000.1026,-12.0414,21.2768,-43.4930,24.4235,-10.6209,-0.9354,99.6203,
175.315180,0.0060,0.1800,0.9999,0.2292,-0.0336,0.1177,1000.0782,-12.2366,21.0938,-43.6882,24.4396,-10.6263,-0.9136,99.6203,
175.415690,-0.0066,0.1686,1.0217,0.1683,0.1310,0.0863,1000.1241,-11.8218,21.6184,-44.2128,24.4591,-10.6249,-0.8773,99.6203,
175.515584,-0.0268,0.1803,1.0039,0.1515,-0.0086,0.4376,1000.0966,-12.4074,21.6184,-44.0176,24.4770,-10.6182,-0.8481,99.5218,
175.616384,-0.0276,0.1969,1.0231,-0.0452,-0.0588,0.2083,1000.0630,-12.4318,21.1792,-44.0054,24.4898,-10.6147,-0.8382,99.5218,
175.716682,0.0023,0.1912,1.0047,0.2812,0.0065,0.0460,1000.0508,-12.0414,21.1792,-43.5906,24.5030,-10.6128,-0.8193,99.5218,
175.816938,0.0253,0.1858,0.9978,0.0984,0.0617,0.3324,1000.0234,-12.1268,21.3500,-44.2006,24.5162,-10.6030,-0.8146,100.3164,
175.917488,0.0191,0.1960,1.0433,0.0275,0.1523,0.1458,999.9837,-12.0414,21.0816,-44.3836,24.5297,-10.5932,-0.7888,100.3164,
176.017548,-0.0037,0.1753,1.0513,0.2113,0.0494,0.1028,1000.0234,-12.1390,21.0816,-44.1884,24.5449,-10.5864,-0.7730,100.3164,
176.117844,-0.0107,0.1915,0.9813,0.0465,0.0580,0.0921,999.9379,-12.7124,21.4354,-44.5178,24.5573,-10.5795,-0.7568,99.1710,
176.218414,0.0084,0.1901,0.9961,0.0512,0.0737,0.1155,999.9471,-12.4196,21.3378,-44.9082,24.5650,-10.5729,-0.7641,99.1710,
176.318202,-0.0249,0.1913,1.0105,0.0177,-0.0584,0.1819,999.9744,-11.5290,21.5208,-44.2982,24.5779,-10.5637,-0.7440,99.1710,
176.418645,-0.0067,0.1642,1.0102,0.0642,-0.0664,0.4039,999.9286,-12.3220,21.3500,-43.9078,24.5865,-10.5535,-0.7433,100.0001,
176.518955,0.0003,0.1718,0.9921,0.1178,-0.1233,0.3577,999.9042,-12.1268,21.4598,-43.4076,24.5964,-10.5435,-0.7249,100.0001,
176.619409,-0.0043,0.1763,1.0184,-0.2421,-0.0688,0.2685,999.8890,-12.6270,21.2646,-44.0054,24.6056,-10.5459,-0.7250,100.0001,
176.719356,-0.0145,0.1824,1.0141,-0.0258,-0.0170,0.1906,999.8737,-12.4318,21.2646,-44.1030,24.6175,-10.5421,-0.7015,100.4588,
176.819768,-0.0171,0.1592,1.0205,-0.0500,-0.1789,0.1822,999.8524,-12.0536,20.9230,-43.4808,24.6226,-10.5398,-0.7059,100.4588,
176.920062,0.0100,0.1755,1.0331,0.0612,0.0644,0.3131,999.8798,-12.3220,21.4354,-44.4080,24.6339,-10.5381,-0.6843,100.4588,
177.020592,-0.0269,0.1921,1.0044,-0.1922,-0.0724,0.3143,999.8005,-12.1146,21.6062,-44.5178,24.6383,-10.5390,-0.6820,100.5882,
177.120700,0.0345,0.1814,1.0223,0.3325,-0.0259,0.3007,999.7883,-11.8584,20.9962,-43.9810,24.6453,-10.5432,-0.6813,100.5882,
177.221069,-0.0137,0.1974,1.0134,-0.1057,-0.1265,0.4112,999.7516,-12.1146,21.5208,-44.7130,24.6509,-10.5445,-0.6638,100.5882,
177.321219,-0.0127,0.1795,1.0478,-0.1120,-0.0508,0.2764,999.7609,-12.4562,20.7278,-43.8834,24.6597,-10.5485,-0.6473,99.7872,
177.421865,-0.0148,0.1834,1.0075,0.0102,-0.0092,0.1539,999.6785,-11.8462,21.2646,-44.2860,24.6725,-10.5517,-0.6259,99.7872,
177.522641,-0.0332,0.1613,1.0355,-0.1008,0.0208,0.4002,999.6266,-12.4440,20.9840,-44.5910,24.6787,-10.5562,-0.6194,99.7872,
177.622895,-0.0048,0.1681,1.0307,0.0632,0.0662,0.2302,999.6083,-12.1268,21.4354,-44.3104,24.6870,-10.5675,-0.6199,99.6993,
177.723280,-0.0441,0.1818,1.0147,0.0531,0.0211,0.3720,999.6572,-11.8584,20.8986,-44.3714,24.6920,-10.5836,-0.6304,99.6993,
177.824506,0.0421,0.1915,1.0179,0.4215,-0.0799,0.6283,999.6266,-12.3342,21.1792,-43.9932,24.6989,-10.6011,-0.6458,99.6993,
177.923718,0.0048,0.1859,1.0392,0.0283,-0.0644,0.5191,999.5992,-12.1268,21.4598,-43.4076,24.7089,-10.6169,-0.6360,100.3221,
178.024311,0.0100,0.1835,1.0186,-0.0549,-0.1006,0.3512,999.5870,-12.5172,21.3378,-44.5178,24.7186,-10.6364,-0.6385,100.3221,
178.124619,-0.0200,0.1818,1.0347,-0.0170,-0.0756,0.4010,999.5381,-12.2366,21.2768,-43.4930,24.7287,-10.6585,-0.6290,100.3221,
178.224571,-0.0205,0.1865,1.0166,-0.0493,0.0169,0.4001,999.5107,-11.8584,21.0084,-43.3710,24.7380,-10.6833,-0.6197,100.2466,
178.324934,0.0082,0.1892,1.0516,0.1834,-0.0314,0.5560,999.5015,-12.8222,21.0694,-44.7130,24.7476,-10.7087,-0.6139,100.2466,
178.425613,0.0253,0.2004,1.0493,0.0919,-0.0234,0.4813,999.4863,-12.3464,20.9230,-43.5784,24.7539,-10.7330,-0.6114,100.2466,
178.525616,-0.0003,0.1780,1.0443,0.1044,-0.0650,0.6303,999.5076,-12.6270,21.0938,-43.7004,24.7665,-10.7565,-0.5843,100.0539,
178.625956,-0.0009,0.1949,1.0091,-0.0698,-0.0034,0.1773,999.4283,-11.8584,21.0084,-43.7736,24.7774,-10.7775,-0.5689,100.0539,
178.726093,0.0063,0.1953,1.0084,0.1153,-0.1562,0.7929,999.3550,-12.5416,20.8986,-44.5910,24.7905,-10.8014,-0.5471,100.0539,
178.826755,-0.0197,0.1673,1.0597,0.0575,-0.1373,0.7436,999.3642,-12.7368,20.9962,-43.8956,24.7970,-10.8247,-0.5406,100.4748,
178.927523,-0.0251,0.1677,1.0522,0.0293,-0.2317,0.3164,999.3337,-12.4318,21.2524,-44.3104,24.8099,-10.8493,-0.5230,100.4748,
179.027054,-0.0172,0.1946,1.0160,-0.1515,-0.1824,0.4916,999.3154,-12.1390,21.1792,-44.0908,24.8195,-10.8786,-0.5179,100.4748,
179.127496,0.0115,0.1739,1.0422,-0.1918,-0.1191,0.6282,999.3367,-12.7490,20.7156,-44.3836,24.8283,-10.9074,-0.5181,100.5390,
179.227617,-0.0236,0.1818,1.0663,0.1305,-0.1272,0.5332,999.2726,-12.3586,20.8132,-44.3836,24.8349,-10.9356,-0.5091,100.5390,
179.327937,-0.0308,0.1770,1.0487,-0.2078,-0.1159,0.6830,999.2878,-12.5416,21.0084,-43.2978,24.8459,-10.9652,-0.4916,100.5390,
179.428740,-0.0163,0.1768,1.0582,-0.0418,-0.0741,0.7886,999.2573,-12.4318,21.1914,-43.4930,24.8555,-10.9987,-0.4844,99.1798,
179.528927,-0.0213,0.1629,1.0446,-0.2167,-0.0253,0.5046,999.2084,-11.9682,20.7278,-44.2738,24.8636,-11.0277,-0.4828,99.1798,
179.629476,-0.0081,0.1842,1.0805,0.0369,-0.0646,1.1077,999.1993,-11.8828,20.5570,-43.7492,24.8710,-11.0487,-0.4924,99.1798,
179.729593,-0.0003,0.1901,1.0828,0.1752,-0.0657,0.8058,999.1871,-12.6270,21.2524,-44.4080,24.8802,-11.0753,-0.4734,99.9515,
179.830043,-0.0173,0.1937,1.0380,-0.0421,-0.0627,0.5775,999.1901,-12.5660,20.6302,-44.2738,24.8901,-11.1044,-0.4683,99.9515,
179.930616,0.0238,0.1748,1.0409,-0.0286,-0.0964,0.8840,999.2023,-12.4440,20.9962,-43.9932,24.8981,-11.1333,-0.4792,99.9515,
180.030681,-0.0336,0.1729,1.0760,-0.0080,-0.1634,0.8196,999.1291,-12.5416,20.9962,-44.0908,24.9030,-11.1616,-0.4970,100.4569,
180.131118,0.0050,0.1725,1.0577,0.0217,-0.1115,0.7451,999.0864,-12.7490,20.7156,-44.5910,24.9081,-11.1947,-0.5015,100.4569,
180.231542,-0.0213,0.1795,1.0374,0.3330,-0.0785,0.8017,999.0894,-13.0418,20.7156,-44.7008,24.9128,-11.1892,-0.4984,100.4569,
180.331702,-0.0188,0.1656,1.0504,0.1759,-0.0149,0.9044,999.0497,-12.6392,20.9108,-44.0908,24.9225,-11.2159,-0.5017,100.4585,
180.432217,-0.0111,0.1769,1.0720,0.0760,-0.1105,0.7312,999.0558,-12.4318,21.0694,-44.4934,24.9290,-11.2424,-0.5192,100.4585,
180.532440,-0.0383,0.1787,1.0884,-0.1890,-0.1811,1.0161,999.0253,-12.4440,20.9840,-44.4934,24.9310,-11.2699,-0.5430,100.4585,
180.632386,-0.0270,0.1738,1.0808,-0.0293,-0.1527,1.0360,999.0436,-11.8828,20.5448,-44.2616,24.9336,-11.3003,-0.5617,100.2351,
180.732941,-0.0160,0.1840,1.0564,0.0133,-0.0837,0.7971,999.0100,-11.8462,21.0816,-44.1762,24.9353,-11.3005,-0.5715,100.2351,
180.833666,-0.0289,0.1575,1.0582,0.1025,-0.1132,0.8893,998.9429,-12.2854,20.3740,-43.8590,24.9409,-11.3259,-0.5810,100.2351,
180.933795,-0.0406,0.1758,1.0388,-0.2803,-0.1876,0.5702,998.9368,-11.9560,21.0084,-43.4808,24.9433,-11.3328,-0.5964,100.0514,
181.034065,-0.0048,0.1911,1.0573,-0.0688,-0.0639,1.0714,998.9001,-12.8588,20.4594,-44.2738,24.9424,-11.3189,-0.6327,100.0514,
181.134551,-0.0104,0.1795,1.0396,0.0447,-0.1806,0.8653,998.9001,-12.3342,21.1792,-43.7980,24.9401,-11.3238,-0.6554,100.0514,
181.235146,-0.0085,0.1733,1.0421,-0.0131,-0.0646,0.7785,998.9276,-12.0658,20.7156,-44.7740,24.9391,-11.3247,-0.6792,100.4862,
181.335366,-0.0189,0.1993,1.0832,0.1192,-0.1180,0.9162,998.8453,-12.3586,20.8254,-43.8834,24.9371,-11.3430,-0.7180,100.4862,
181.435650,-0.0448,0.1972,1.0314,-0.0612,-0.1953,0.5393,998.8453,-12.5904,20.1910,-44.1640,24.9413,-11.3556,-0.7278,100.4862,
181.536212,-0.0238,0.1648,1.0699,-0.1060,-0.0882,0.5236,998.8209,-12.4684,20.4594,-44.3714,24.9429,-11.3572,-0.7431,100.6560,
181.636664,0.0163,0.1944,1.0351,0.0608,-0.1552,0.6495,998.7720,-13.3346,20.6424,-44.1030,24.9447,-11.3691,-0.7454,100.6560,
181.738049,0.0063,0.1704,1.0624,0.0419,-0.3933,0.6801,998.7354,-12.2610,20.8132,-44.5788,24.9485,-11.3766,-0.7487,100.6560,
181.837767,-0.0353,0.1559,1.0612,-0.0655,-0.1727,0.6351,998.7232,-11.8706,20.7278,-44.4690,24.9591,-11.3981,-0.7412,100.3919,
181.939135,-0.0630,0.1781,1.0276,-0.3336,-0.2801,0.4566,998.7476,-12.6636,20.6302,-44.6886,24.9662,-11.4196,-0.7243,100.3919,
182.039228,-0.0079,0.1693,1.0482,0.0846,-0.0221,0.6642,998.6835,-12.4928,20.0934,-44.6520,24.9792,-11.4392,-0.6886,100.3919,
182.141766,-0.0381,0.1788,1.0577,-0.1311,-0.1602,0.7230,998.6744,-12.3708,20.4472,-44.6642,24.9924,-11.4645,-0.6440,100.6043,
182.240959,0.0140,0.1750,1.0367,-0.1578,-0.2487,0.6063,998.6866,-12.2854,20.3740,-43.8590,25.0082,-11.4873,-0.5946,100.6043,
182.341927,-0.0410,0.1679,1.0973,0.1744,-0.1935,0.5081,998.6103,-12.3708,20.4472,-44.9692,25.0198,-11.5041,-0.5615,100.6043,
182.441725,-0.0075,0.1664,1.0672,-0.0614,-0.2007,0.7063,998.5981,-12.8588,20.4594,-44.2738,25.0341,-11.5330,-0.5205,100.6668,
182.542122,-0.0294,0.1998,1.0724,0.1405,-0.1878,0.8480,998.6042,-12.2122,20.0080,-44.8472,25.0521,-11.5510,-0.4598,100.6668,
182.642524,-0.0038,0.1853,1.0636,-0.1392,-0.2586,0.6353,998.6011,-12.7002,20.0080,-44.2494,25.0678,-11.5724,-0.4020,100.6668,
182.742840,0.0200,0.1723,1.0429,0.0097,-0.1667,0.9319,998.5950,-12.9442,20.6424,-43.9932,25.0856,-11.5865,-0.3436,100.7132,
182.843044,-0.0124,0.1809,1.0591,-0.0794,-0.2613,0.8596,998.5615,-12.2854,20.2764,-44.5544,25.0949,-11.5740,-0.3048,100.7132,
182.943932,-0.0029,0.1993,1.0563,0.0033,-0.2130,0.8175,998.5248,-12.8588,20.5448,-44.0786,25.1061,-11.5740,-0.2568,100.7132,
183.044120,0.0006,0.1594,1.1103,0.0517,-0.1420,0.8343,998.5615,-12.1024,20.1056,-44.3470,25.1136,-11.5982,-0.2247,100.7338,
183.144299,-0.0110,0.1775,1.0304,0.2277,-0.2214,0.6169,998.5096,-12.5660,20.5326,-44.8838,25.1252,-11.5995,-0.1775,100.7338,
183.244499,-0.0250,0.1711,1.0655,0.1497,-0.2100,0.8735,998.5158,-12.7368,20.9840,-44.7008,25.1314,-11.6249,-0.1576,100.7338,
183.344716,-0.0364,0.1636,1.0847,-0.2297,-0.2766,0.8212,998.4548,-12.5172,19.7274,-45.1400,25.1341,-11.6517,-0.1457,100.4685,
183.445347,-0.0275,0.1657,1.0548,0.0751,-0.2078,0.9057,998.4029,-12.7856,20.1910,-44.0664,25.1380,-11.6252,-0.1414,100.4685,
183.545472,-0.0235,0.1635,1.0479,0.0685,-0.2059,0.4774,998.3907,-12.8832,20.1910,-43.9688,25.1347,-11.6332,-0.1569,100.4685,
183.645790,0.0099,0.1955,1.0437,-0.2189,-0.2634,0.8670,998.4334,-12.4074,19.9226,-44.5422,25.1337,-11.6399,-0.1792,100.4700,
183.746234,-0.0144,0.1649,1.0578,-0.2455,-0.2487,0.5829,998.3754,-12.4806,20.3618,-44.4690,25.1268,-11.6438,-0.2079,100.4700,
183.846814,-0.0081,0.1821,1.0370,-0.0673,-0.2371,0.5604,998.3480,-12.7734,20.3618,-44.5788,25.1177,-11.6581,-0.2582,100.4700,
183.947275,0.0005,0.1982,1.0720,-0.1024,-0.3549,0.6730,998.3663,-12.4562,20.7278,-44.2860,25.1121,-11.6584,-0.2919,100.5730,
184.047433,0.0050,0.1715,1.0801,0.1021,-0.2082,0.2582,998.3846,-12.0048,20.2032,-43.9444,25.1052,-11.6511,-0.3218,100.5730,
184.148017,-0.0385,0.1598,0.9968,-0.0854,-0.3564,0.2334,998.3815,-12.4928,20.1910,-44.1518,25.1029,-11.6373,-0.3475,100.5730,
184.248258,0.0128,0.2004,1.0128,-0.2151,-0.2352,0.6177,998.3752,-12.4074,20.0080,-44.3470,25.0971,-11.6137,-0.3852,100.3150,
184.348716,0.0179,0.1943,1.0001,0.0879,-0.2330,0.4000,998.2928,-12.9564,20.4594,-43.9810,25.0982,-11.5860,-0.3911,100.3150,
184.448877,0.0214,0.1708,1.0338,0.0958,-0.2716,0.2734,998.2715,-13.0662,20.2764,-44.1762,25.0992,-11.5389,-0.3966,100.3150,
184.548862,-0.0126,0.1729,0.9816,-0.0965,-0.2102,0.2758,998.2166,-12.2854,20.3740,-44.2616,25.1053,-11.4982,-0.3696,100.5972,
184.649373,0.0172,0.1656,0.9764,-0.0931,-0.3612,0.2750,998.2410,-12.2976,20.0934,-44.9448,25.1084,-11.4687,-0.3739,100.5972,
184.749503,-0.0364,0.1635,0.9911,-0.2789,-0.3774,0.5206,998.1799,-12.8832,20.0080,-44.4568,25.1097,-11.4300,-0.3825,100.5972,
184.849798,-0.0054,0.1586,0.9818,-0.0573,-0.1928,0.2492,998.1891,-12.2244,19.7396,-44.6276,25.1176,-11.4111,-0.3833,100.2207,
184.950556,-0.0044,0.1559,1.0348,0.0294,-0.3313,0.4233,998.1830,-12.9198,19.5566,-44.6398,25.1250,-11.4067,-0.3723,100.2207,
185.050455,-0.0226,0.1694,0.9829,-0.1042,-0.1320,0.1150,998.1708,-12.3830,20.3008,-43.4564,25.1311,-11.4135,-0.3676,100.2207,
185.151103,0.0000,0.1684,1.0009,-0.1275,-0.2780,0.2870,998.1494,-13.1516,20.4472,-44.4934,25.1372,-11.4373,-0.3596,100.4761,
185.251816,0.0004,0.1620,0.9812,-0.3108,-0.1779,0.4886,998.1129,-12.1146,19.9348,-44.1274,25.1435,-11.4631,-0.3552,100.4761,
185.352475,-0.0112,0.1746,1.0144,-0.0233,-0.3007,0.2698,998.1190,-12.7124,19.6542,-44.4324,25.1478,-11.5039,-0.3604,100.4761,
185.453188,-0.0032,0.1769,1.0464,0.1879,-0.1709,0.3387,998.0945,-12.7856,20.1910,-44.3592,25.1494,-11.5499,-0.3571,100.5744,
185.553507,0.0180,0.1681,1.0229,-0.0862,-0.2216,0.3681,998.0854,-12.5172,19.7274,-44.9326,25.1512,-11.5979,-0.3567,100.5744,
185.654368,-0.0292,0.1820,1.0279,-0.0990,-0.3478,0.2109,998.0945,-12.4074,19.9226,-44.3470,25.1554,-11.6536,-0.3433,100.5744,
185.755288,-0.0036,0.1779,1.0006,-0.0360,-0.2645,0.2680,998.0366,-12.2244,19.7518,-44.3226,25.1618,-11.7104,-0.3303,100.3007,
